,TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemIncomeGroup,DemMedHomeValue,DemPctVeterans
2778,0,00056774,,1,1,1,1,33.0,33.0,33.0,33.0,16,16,12,17,14,5,7,6,F,0,16,35.0,M,H,5.0,50800,50
2779,0,00056783,,2,6,2,4,21.0,18.0,12.0,18.0,16,68,14,32,52,6,15,21,A,0,16,52.0,M,H,4.0,64400,62
2780,1,00056787,13.0,3,12,1,7,13.0,13.0,9.67,11.0,19,80,13,34,62,5,15,24,A,1,16,32.0,M,H,4.0,65100,37
2781,1,00056816,10.0,3,10,0,5,10.0,12.0,7.3,,16,77,7,28,50,3,3,19,S,1,13,77.0,F,U,,87000,50
2782,1,00056831,15.0,2,6,1,3,15.0,11.5,9.17,15.0,17,45,14,35,39,6,17,17,A,0,14,30.0,M,H,7.0,136800,30
2783,1,00056833,20.0,2,7,1,4,20.0,20.0,12.71,20.0,20,57,13,33,48,6,15,18,A,1,15,46.0,F,H,4.0,86700,31
2784,0,00056834,,4,12,2,4,17.0,16.0,12.83,16.0,18,81,15,36,63,6,17,24,A,0,18,75.0,M,H,1.0,58600,27
2785,0,00056843,,2,9,0,5,15.0,14.5,10.56,,19,119,15,31,57,6,6,23,A,0,18,61.0,F,U,5.0,59200,33
2786,0,00056845,,2,12,1,5,50.0,25.0,15.83,25.0,18,122,13,34,74,6,16,30,A,0,21,44.0,F,U,3.0,51100,38
2787,1,00056860,24.0,2,8,1,3,24.0,17.0,11.25,24.0,16,80,14,34,56,6,15,22,A,0,39,31.0,F,U,4.0,43900,31
2788,0,00056863,,1,18,1,12,10.0,10.0,4.5,10.0,18,125,7,25,63,3,11,28,A,1,21,,F,H,1.0,42700,36
2789,1,00056886,12.0,8,11,7,8,6.0,7.13,6.64,7.14,15,41,11,30,34,5,15,14,S,1,13,71.0,M,H,5.0,111100,34
2790,0,00056903,,5,5,3,3,20.0,20.0,20.0,20.0,15,32,14,32,30,6,15,13,S,1,38,41.0,M,U,4.0,137500,25
2791,0,00056951,,1,13,1,11,20.0,20.0,6.54,20.0,26,130,9,27,65,4,12,27,A,1,20,,F,U,,81300,34
2792,1,00057017,20.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,10,17,15,3,6,5,N,0,36,,F,U,,48400,41
2793,0,00057036,,2,12,2,8,12.0,12.5,9.67,12.5,18,75,8,25,47,4,13,18,S,1,51,57.0,M,H,4.0,28800,19
2794,1,00057039,5.0,11,43,8,25,5.0,5.27,4.3,5.13,17,128,10,31,84,5,16,35,S,1,51,68.0,F,H,2.0,19500,23
2795,1,00057052,29.0,2,7,1,6,24.0,21.0,16.57,18.0,20,76,13,32,56,6,16,22,A,1,49,50.0,U,H,7.0,68300,31
2796,1,00057058,25.0,6,10,2,3,12.0,11.83,11.1,11.5,15,53,14,36,46,6,17,19,A,1,43,77.0,M,H,3.0,43200,29
2797,0,00057069,,2,4,1,2,31.0,30.0,25.25,29.0,18,44,13,35,41,6,17,18,A,0,39,,F,U,,50600,28
2798,1,00057087,15.0,3,3,2,2,15.0,11.67,11.67,10.0,18,33,13,31,28,6,14,12,A,0,49,51.0,M,H,7.0,82100,16
2799,1,00057092,36.0,3,6,2,5,40.0,34.67,23.67,36.0,16,52,15,37,50,6,17,20,S,1,35,44.0,M,H,7.0,111000,33
2800,1,00057119,20.0,0,11,0,9,18.0,0.0,10.55,,25,126,11,11,70,6,6,31,A,1,36,76.0,M,H,2.0,55600,34
2801,1,00057151,26.0,2,10,0,2,21.0,20.5,15.9,,26,63,10,32,52,5,5,21,A,0,42,61.0,F,U,4.0,87500,11
2802,1,00057162,20.0,2,4,1,2,15.0,13.0,11.5,15.0,18,41,12,31,32,6,14,13,A,0,36,42.0,F,U,2.0,46300,33
2803,0,00057195,,3,3,1,1,20.0,16.67,16.67,5.0,20,33,13,29,28,6,13,11,A,0,51,47.0,F,H,3.0,32200,26
2804,0,00057237,,1,1,0,0,30.0,30.0,30.0,,16,16,12,17,14,5,5,6,F,0,36,62.0,F,U,6.0,45400,35
2805,0,00057241,,2,3,1,1,16.0,13.0,12.0,10.0,26,33,9,27,29,4,12,11,A,0,43,,F,U,,47100,30
2806,0,00057268,,3,20,0,10,6.0,9.0,6.2,,15,123,13,31,73,6,6,30,S,1,45,42.0,M,H,4.0,40100,31
2807,0,00057269,,2,8,2,8,15.0,15.0,9.63,15.0,15,129,11,23,58,4,10,24,A,1,51,,M,U,2.0,34300,28
2808,1,00057332,6.0,6,19,4,11,6.0,6.33,6.11,6.5,16,105,13,32,70,5,15,28,S,1,16,69.0,M,H,2.0,68700,40
2809,1,00057349,7.0,6,9,2,4,7.0,6.83,6.0,6.5,16,75,13,30,43,6,14,18,A,0,26,31.0,F,U,3.0,68500,42
2810,1,00057369,5.0,7,13,6,9,5.0,5.57,5.38,5.67,17,67,12,28,47,6,16,20,S,1,21,57.0,F,U,2.0,57400,34
2811,0,00057375,,2,26,0,14,15.0,14.0,7.69,,15,130,10,27,77,3,3,29,E,1,21,22.0,F,H,2.0,57400,34
2812,1,00057407,21.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,N,0,13,55.0,M,H,7.0,145300,34
2813,0,00057412,,1,1,0,0,15.0,15.0,15.0,,16,16,11,16,13,4,4,5,F,0,12,27.0,F,H,5.0,91000,20
2814,1,00057419,10.0,1,4,0,3,15.0,15.0,7.5,,26,65,10,29,42,4,4,16,A,0,12,35.0,F,H,5.0,91000,18
2815,1,00057463,10.0,1,7,0,5,18.0,18.0,11.14,,24,115,9,24,55,4,4,23,A,1,17,71.0,F,H,6.0,58400,17
2816,1,00057496,25.0,2,8,1,2,25.0,25.0,15.75,25.0,23,77,13,34,58,6,16,23,A,0,39,62.0,M,H,7.0,46000,49
2817,0,00057499,,2,17,1,9,10.0,7.5,5.24,5.0,18,87,14,32,63,5,13,23,A,1,41,74.0,F,H,6.0,42800,35
2818,1,00057593,5.0,5,19,4,16,20.0,8.4,5.74,8.75,17,122,13,32,76,6,16,32,S,1,51,,M,U,2.0,31000,28
2819,0,00057613,,4,6,2,2,15.0,5.75,6.83,5.5,18,32,13,30,28,6,15,13,A,0,36,,F,U,,33400,28
2820,0,00057643,,4,7,4,5,16.0,29.0,25.14,29.0,16,44,13,34,43,5,16,17,A,1,40,,M,U,,83400,27
2821,1,00057647,20.0,3,9,3,7,30.0,26.67,17.22,26.67,23,92,13,35,64,6,17,26,A,0,49,24.0,M,H,7.0,72400,33
2822,1,00057705,5.0,7,26,4,11,5.0,3.86,3.58,4.0,20,88,12,31,63,5,15,23,S,1,10,,F,U,,37500,27
2823,0,00057735,,2,3,0,0,10.0,7.5,7.0,,15,20,12,18,17,5,5,6,N,0,16,,M,H,5.0,64200,36
2824,1,00057761,16.0,1,9,0,4,16.0,16.0,9.22,,18,87,11,28,57,4,4,20,A,1,45,58.0,F,U,5.0,49400,26
2825,1,00057899,10.0,2,29,1,16,20.0,20.0,10.55,20.0,24,128,12,33,84,6,16,36,S,1,20,,F,U,,30700,29
2826,1,00057909,10.0,4,4,2,2,10.0,9.25,9.25,10.5,23,32,12,26,25,6,12,10,A,0,42,,M,U,,79300,32
2827,1,00057928,11.0,4,12,2,7,13.0,11.5,11.08,11.0,18,86,8,25,48,4,13,20,S,1,51,74.0,F,U,,45300,28
2828,1,00057929,10.0,5,13,4,10,10.0,10.0,8.31,10.0,19,93,13,32,58,6,16,24,S,1,51,62.0,F,U,4.0,45300,28
2829,0,00057940,,2,2,2,2,20.0,15.0,15.0,15.0,16,28,12,25,23,5,11,10,A,0,30,45.0,F,H,2.0,39000,42
2830,0,00057953,,3,8,3,7,18.0,17.33,13.63,17.33,16,80,16,38,60,6,17,24,A,0,27,70.0,M,H,4.0,40600,36
2831,1,00057963,10.0,4,16,3,12,11.0,9.5,8.44,9.33,17,126,15,36,73,6,16,30,A,1,28,70.0,F,H,3.0,49200,40
2832,1,00057964,12.0,4,16,3,13,12.0,10.5,9.19,10.67,16,130,9,20,55,4,9,20,S,1,33,71.0,M,U,1.0,42800,30
2833,0,00057976,,3,11,1,5,21.0,19.0,11.55,21.0,16,76,13,35,57,6,17,23,A,1,30,76.0,F,H,2.0,40700,48
2834,0,00057982,,2,22,2,13,10.0,9.0,8.0,9.0,18,130,12,32,80,5,14,31,A,1,39,47.0,F,H,5.0,54700,30
2835,0,00057990,,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,N,0,42,58.0,F,U,5.0,97500,42
2836,1,00057992,5.0,6,15,6,10,5.0,5.0,4.87,5.0,16,68,13,34,53,6,17,22,S,1,42,51.0,M,H,7.0,83800,42
2837,0,00058006,,1,1,1,1,20.0,20.0,20.0,20.0,24,24,7,17,15,3,7,6,N,0,43,45.0,F,U,5.0,42600,23
2838,0,00058043,,2,4,0,1,20.0,15.0,8.75,,15,40,11,29,28,5,5,12,A,0,51,47.0,M,H,7.0,30000,22
2839,0,00058049,,5,20,3,10,5.0,5.0,4.15,5.0,16,125,12,29,66,5,13,28,S,1,44,77.0,M,U,,49500,20
2840,0,00058075,,1,14,0,6,15.0,15.0,9.5,,16,103,12,30,66,5,5,26,A,1,39,77.0,F,U,3.0,40200,30
2841,1,00058079,10.0,2,9,1,4,20.0,18.0,13.56,16.0,25,95,11,32,62,6,16,25,A,1,51,,F,U,1.0,25300,29
2842,0,00058084,,2,6,1,2,15.0,12.5,9.17,10.0,27,81,9,26,47,4,12,18,A,0,43,51.0,U,H,4.0,45500,22
2843,1,00058086,4.0,9,23,5,13,2.0,3.78,3.26,4.0,16,123,12,33,67,6,17,30,S,1,51,53.0,F,H,3.0,24000,18
2844,0,00058105,,2,14,1,7,21.0,21.0,13.79,21.0,23,124,12,33,70,6,16,30,A,1,44,84.0,F,U,3.0,22400,27
2845,1,00058130,7.0,5,27,4,13,15.0,7.6,5.11,8.0,17,111,7,21,65,4,13,27,S,1,51,,F,U,2.0,28300,15
2846,1,00058147,5.0,4,22,0,13,5.0,5.0,4.41,,18,130,11,30,71,5,5,30,S,1,51,56.0,M,U,,31800,19
2847,0,00058198,,6,14,2,6,4.0,4.17,3.64,3.75,15,105,14,32,59,6,15,25,S,1,51,,F,U,,19800,20
2848,1,00058203,6.0,6,6,3,3,7.0,5.33,5.33,5.67,18,32,7,23,22,4,11,9,A,0,51,53.0,M,U,2.0,22400,25
2849,0,00058262,,5,25,2,11,5.0,3.4,2.92,4.0,18,105,13,32,67,6,15,26,S,1,35,79.0,F,H,5.0,63200,31
2850,1,00058284,4.0,8,16,5,6,4.0,4.13,3.69,3.8,16,67,13,34,50,6,17,21,A,0,45,65.0,F,H,2.0,46300,35
2851,0,00058290,,2,11,1,8,20.0,15.0,8.82,10.0,26,127,10,31,68,5,15,30,A,1,48,,M,H,5.0,45600,33
2852,0,00058318,,4,10,2,4,14.0,15.75,12.0,12.0,23,53,15,37,47,6,17,18,S,1,45,85.0,F,U,5.0,36500,32
2853,0,00058333,,1,14,0,6,12.0,12.0,11.5,,18,92,12,27,61,4,4,20,A,1,43,35.0,M,U,4.0,34800,29
2854,1,00058351,9.0,6,8,3,4,8.0,9.33,7.75,9.67,18,78,14,33,52,6,14,19,A,1,51,69.0,M,U,5.0,26900,25
2855,1,00058374,10.0,4,11,2,6,10.0,12.5,9.55,15.0,15,102,19,40,79,9,19,35,A,1,38,79.0,F,H,2.0,48300,18
2856,0,00058412,,6,6,2,2,3.0,3.67,3.67,2.5,18,26,6,19,16,4,11,9,N,1,39,65.0,F,H,2.0,57900,26
2857,1,00058447,10.0,4,5,3,3,10.0,10.25,9.2,10.33,16,33,14,31,29,6,15,13,A,1,40,67.0,F,U,1.0,63000,27
2858,1,00058463,10.0,3,9,2,4,33.0,31.33,21.0,30.5,19,75,15,37,55,6,17,22,A,1,51,81.0,M,U,,29700,27
2859,1,00058466,5.0,9,12,7,9,7.0,5.44,5.58,5.57,16,51,15,33,39,6,16,16,S,1,49,62.0,M,U,,37200,40
2860,0,00058484,,4,17,2,11,10.0,5.0,6.88,2.5,20,111,11,29,69,4,13,25,A,1,49,41.0,F,H,5.0,66200,21
2861,0,00058488,,2,10,2,8,15.0,13.0,8.4,13.0,19,127,12,31,64,5,13,28,A,1,43,73.0,F,U,2.0,61800,19
2862,0,00058499,,3,21,1,13,10.0,10.0,6.81,10.0,16,129,11,31,75,4,13,31,A,1,40,46.0,M,U,4.0,57000,28
2863,1,00058511,15.0,2,14,2,9,14.0,14.0,10.29,14.0,17,88,15,34,66,6,15,24,S,1,53,70.0,M,U,3.0,48400,25
2864,0,00058525,,3,11,1,5,50.0,43.33,24.55,30.0,19,77,13,35,64,6,17,25,A,0,43,54.0,F,H,4.0,39000,18
2865,1,00058538,10.0,2,15,0,7,15.0,15.0,12.33,,18,93,13,34,69,6,6,26,A,1,43,36.0,F,H,3.0,21900,22
2866,1,00058566,16.0,2,3,1,1,20.0,8.5,12.33,12.0,15,32,13,28,26,5,11,10,A,0,40,74.0,M,H,2.0,63300,35
2867,0,00058573,,12,20,8,13,4.0,5.0,4.9,5.0,15,56,13,32,47,6,17,21,S,1,41,67.0,M,H,1.0,30400,17
2868,0,00058576,,7,16,4,7,9.0,9.14,7.75,8.75,19,65,12,31,51,6,17,22,S,1,41,51.0,F,H,2.0,42100,47
2869,1,00058597,50.0,4,9,4,8,50.0,36.25,25.11,36.25,21,105,13,32,63,6,17,27,A,1,41,80.0,M,U,6.0,29500,0
2870,1,00058649,10.0,4,4,2,2,10.0,8.75,8.75,10.0,19,31,12,27,26,6,13,11,A,0,28,75.0,F,H,2.0,52100,48
2871,0,00058721,,5,21,3,7,11.0,12.0,7.14,7.67,23,69,13,35,59,6,17,24,A,1,51,,M,U,2.0,29700,37
2872,1,00058725,15.0,2,4,1,2,25.0,15.0,15.0,5.0,15,76,13,28,39,5,11,14,A,0,45,79.0,M,H,4.0,31300,24
2873,0,00058726,,5,19,3,10,14.0,11.8,10.63,12.33,17,86,14,35,71,6,17,26,S,1,53,60.0,M,U,4.0,36800,29
2874,1,00058728,20.0,1,5,1,4,20.0,20.0,10.4,20.0,20,98,12,26,54,4,9,19,A,0,51,49.0,M,U,6.0,18400,19
2875,1,00058749,14.0,2,36,1,16,14.0,14.5,8.5,15.0,17,129,6,16,67,3,9,27,A,1,43,62.0,U,U,2.0,38900,35
2876,0,00058753,,5,7,3,3,6.0,5.2,5.14,4.67,18,29,12,24,23,6,12,10,A,1,51,69.0,M,U,1.0,33400,28
2877,0,00058777,,3,29,1,12,13.0,14.33,9.1,15.0,20,128,13,34,81,6,16,33,S,1,49,69.0,F,U,3.0,43500,34
2878,1,00058786,20.0,2,18,0,11,10.0,10.0,6.06,,25,127,11,31,75,5,5,30,A,1,43,70.0,F,U,3.0,42300,29
2879,1,00058808,10.0,1,2,1,1,6.0,15.0,10.5,15.0,15,17,11,16,14,4,6,5,N,1,38,83.0,F,U,1.0,57500,22
2880,0,00058835,,3,12,2,10,10.0,10.0,7.25,10.0,17,126,13,28,64,6,13,27,A,1,44,80.0,M,U,5.0,59500,31
2881,1,00058850,6.0,4,23,1,10,6.0,6.0,3.52,6.0,17,103,13,25,56,6,11,24,S,1,38,75.0,M,H,2.0,45900,33
2882,0,00058882,,2,9,2,6,30.0,40.0,17.11,40.0,16,88,15,35,62,6,16,26,A,0,41,67.0,F,U,3.0,36500,24
2883,1,00058883,5.0,5,6,3,3,10.0,8.2,7.83,10.0,16,29,15,30,29,6,14,12,A,1,51,,F,H,5.0,107200,58
2884,0,00058884,,4,6,3,3,5.0,5.0,5.17,5.0,18,33,12,27,27,6,14,12,S,1,43,79.0,F,U,,39000,28
2885,0,00058885,,7,9,4,5,10.0,8.43,7.89,8.75,17,41,12,31,33,6,16,15,S,1,51,65.0,F,H,7.0,31500,32
2886,1,00058934,10.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,51,,F,U,,28200,20
2887,0,00058969,,2,14,1,11,10.0,12.5,10.5,15.0,15,127,12,32,75,5,14,32,L,1,51,,M,U,2.0,63500,19
2888,0,00058973,,2,3,0,0,10.0,7.5,8.33,,16,20,12,18,17,5,5,6,N,0,51,,F,U,1.0,27900,25
2889,0,00058988,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,51,69.0,F,H,1.0,28100,22
2890,1,00058991,10.0,2,5,0,3,20.0,15.0,20.0,,18,88,14,26,47,6,6,18,A,0,51,64.0,M,H,2.0,27700,28
2891,0,00059015,,3,13,0,6,10.0,6.67,6.31,,15,123,11,29,64,4,4,26,A,1,39,35.0,M,H,5.0,58500,38
2892,1,00059070,10.0,3,12,0,6,10.0,10.0,10.25,,18,81,13,35,62,6,6,25,A,1,51,47.0,M,H,5.0,37700,14
2893,0,00059178,,5,5,4,4,8.0,7.4,7.4,7.5,15,32,12,27,26,5,11,10,S,1,27,,U,U,,42700,30
2894,0,00059182,,2,5,0,1,20.0,15.0,10.0,,18,45,13,33,37,6,6,15,A,0,27,,F,U,,48300,32
2895,1,00059225,10.0,5,16,3,12,7.0,8.0,5.69,7.67,18,126,14,35,72,6,17,31,S,1,49,,F,U,2.0,51900,28
2896,1,00059240,10.0,2,5,1,3,15.0,12.5,9.0,15.0,16,80,12,23,46,5,9,15,A,0,14,,F,U,,139500,34
2897,1,00059249,15.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,10,15,13,4,6,5,F,0,14,22.0,M,H,6.0,178100,26
2898,0,00059265,,2,12,1,7,15.0,12.5,11.83,10.0,18,101,13,33,62,6,15,26,A,1,14,46.0,F,H,3.0,158300,36
2899,1,00059285,10.0,1,5,0,3,15.0,15.0,12.0,,19,104,10,22,54,4,4,20,A,0,41,46.0,F,U,,52200,29
2900,0,00059290,,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,15,13,5,7,6,F,0,35,38.0,F,H,5.0,100300,21
2901,0,00059292,,4,9,2,4,20.0,17.5,13.56,17.5,8,53,22,42,58,9,18,23,F,1,35,35.0,M,H,7.0,153100,26
2902,0,00059296,,2,2,2,2,16.0,13.0,13.0,13.0,22,35,10,25,24,4,11,10,A,0,35,29.0,M,U,5.0,96900,21
2903,0,00059304,,5,11,0,4,13.0,11.4,8.73,,18,104,13,32,63,6,6,25,A,1,35,44.0,M,H,5.0,153100,23
2904,0,00059318,,1,1,0,0,30.0,30.0,30.0,,20,20,11,17,16,5,5,6,F,0,41,76.0,F,H,4.0,33400,40
2905,0,00059370,,1,9,0,6,15.0,15.0,10.56,,27,93,10,30,59,4,4,23,A,1,44,55.0,F,H,5.0,65900,31
2906,0,00059409,,7,16,3,7,25.0,14.57,11.31,13.0,17,68,14,34,57,6,17,23,A,1,35,69.0,F,U,,122800,25
2907,0,00059462,,1,16,0,9,19.0,19.0,12.0,,16,93,13,31,66,5,5,24,A,1,49,,F,U,,52800,27
2908,0,00059468,,4,7,0,3,15.0,16.25,13.57,,18,69,14,35,52,6,6,20,A,0,49,,M,U,2.0,43100,32
2909,1,00059518,8.0,5,9,3,4,10.0,8.0,6.89,9.0,21,57,6,24,37,4,13,16,A,0,40,66.0,F,H,1.0,69600,28
2910,1,00059561,9.0,4,5,1,2,10.0,9.0,8.2,10.0,16,44,12,30,34,6,14,14,A,0,51,36.0,M,H,3.0,43800,33
2911,0,00059571,,3,3,1,1,25.0,20.0,20.0,25.0,19,32,13,28,26,6,13,11,A,0,49,,M,U,2.0,55100,30
2912,0,00059572,,2,2,1,1,3.0,11.5,11.5,3.0,15,16,12,17,14,4,6,5,F,0,36,47.0,F,U,3.0,84100,28
2913,0,00059581,,1,7,0,3,15.0,15.0,9.71,,27,104,9,29,60,4,4,23,A,1,37,73.0,F,H,4.0,53200,19
2914,1,00059588,3.0,4,35,3,20,5.0,2.0,2.97,2.0,19,129,5,16,62,3,9,28,S,1,49,77.0,M,H,4.0,42100,29
2915,1,00059598,15.0,1,11,0,4,100.0,10.0,18.18,,18,102,10,25,57,4,4,22,A,0,36,,M,U,,52100,28
2916,0,00059600,,2,17,1,10,11.0,10.0,3.59,9.0,18,125,11,26,57,4,10,25,A,1,36,64.0,M,U,1.0,48700,28
2917,1,00059610,15.0,2,2,1,1,15.0,10.0,10.0,5.0,18,32,10,23,21,4,9,8,A,0,35,74.0,F,U,,119900,30
2918,0,00059622,,3,9,1,4,10.0,11.67,7.89,10.0,16,91,14,31,56,6,13,22,A,0,39,71.0,M,H,4.0,46100,18
2919,1,00059645,4.0,6,10,4,6,5.0,4.67,4.5,4.5,17,45,12,33,37,6,17,17,A,1,20,58.0,F,H,5.0,66600,36
2920,0,00059680,,2,20,1,12,15.0,15.0,9.6,15.0,21,104,13,33,69,6,16,28,A,1,40,,F,H,2.0,73900,38
2921,0,00059681,,1,17,0,9,12.0,12.0,10.24,,26,124,9,21,64,4,4,24,A,1,40,43.0,M,U,6.0,62000,35
2922,0,00059695,,1,8,0,4,20.0,20.0,11.13,,26,98,10,31,59,5,5,24,A,0,49,,F,H,5.0,43700,33
2923,0,00059697,,1,10,1,7,16.0,16.0,9.8,16.0,17,114,6,18,45,2,7,18,A,1,46,85.0,F,U,1.0,44400,35
2924,0,00059699,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,10,14,12,4,6,5,F,0,44,,F,U,,65000,26
2925,0,00059703,,3,3,2,2,12.0,10.67,10.67,11.0,17,24,14,25,24,6,11,9,N,1,39,31.0,M,H,5.0,64500,34
2926,1,00059744,16.0,4,7,3,5,12.0,10.5,9.0,10.67,16,53,14,34,40,6,15,15,A,1,36,43.0,F,U,,59500,25
2927,1,00059746,4.0,11,33,6,19,3.0,4.73,4.85,5.33,15,129,14,34,80,6,17,34,S,1,39,,F,U,,53700,40
2928,0,00059808,,6,45,4,17,10.0,17.5,16.24,16.0,22,128,12,34,87,5,16,32,S,1,35,,F,H,5.0,55700,32
2929,1,00059811,5.0,3,7,1,3,3.0,17.67,15.29,25.0,15,52,11,33,42,6,17,18,A,0,41,,F,U,,36000,35
2930,1,00059814,5.0,6,20,1,9,5.0,5.0,5.45,5.0,24,123,11,29,67,6,13,28,S,1,51,57.0,F,U,1.0,39200,30
2931,0,00059851,,9,14,4,6,10.0,8.11,6.86,8.0,18,103,14,35,52,6,16,21,S,1,41,65.0,U,H,1.0,31400,38
2932,0,00059880,,8,12,5,6,5.0,6.13,5.33,5.4,18,40,12,33,37,6,17,16,S,1,21,,U,U,,40900,40
2933,0,00059903,,4,16,3,7,6.0,7.75,9.94,8.0,19,68,14,33,60,6,15,21,S,1,04,48.0,U,H,7.0,121600,32
2934,1,00059906,8.0,7,13,1,3,7.0,7.57,6.08,7.0,15,75,12,29,53,5,13,20,S,1,32,67.0,F,H,5.0,79600,39
2935,0,00059911,,12,60,6,29,10.0,10.75,9.38,10.83,17,128,12,33,94,5,16,40,S,1,25,27.0,F,U,,41700,16
2936,0,00059927,,5,23,1,8,7.0,7.0,6.91,9.0,15,76,14,36,61,6,17,24,S,1,10,67.0,F,H,3.0,34200,40
2937,0,00059937,,4,12,2,8,9.0,7.75,8.33,7.0,18,114,12,30,61,5,12,26,S,1,30,84.0,U,U,1.0,26700,35
2938,1,00059984,17.0,2,3,0,1,17.0,16.0,11.67,,18,41,11,27,26,5,5,12,A,0,11,81.0,F,H,7.0,110100,32
2939,0,00059994,,3,7,2,5,7.0,5.67,4.71,6.0,16,75,13,22,40,5,8,13,S,1,14,66.0,M,H,4.0,92100,31
2940,0,00060005,,4,18,2,12,10.0,9.25,6.56,8.5,19,119,13,34,70,6,16,33,S,1,08,87.0,F,H,4.0,39700,33
2941,0,00060071,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,13,59.0,F,H,4.0,84000,45
2942,0,00060090,,5,8,5,6,15.0,11.0,10.63,11.0,20,41,13,33,37,6,17,16,A,1,26,,M,U,,69900,37
2943,1,00060098,25.0,5,12,4,8,11.0,11.8,9.92,12.25,22,65,10,26,45,6,16,20,A,0,20,56.0,M,H,5.0,78900,30
2944,1,00060104,5.0,4,14,2,8,11.0,10.5,8.71,13.0,18,75,14,34,58,6,16,22,S,1,20,,F,U,,89100,41
2945,0,00060127,,1,2,1,2,10.0,10.0,12.5,10.0,18,21,12,20,17,6,10,8,N,0,17,74.0,M,U,1.0,58300,21
2946,0,00060169,,1,1,1,1,15.0,15.0,15.0,15.0,26,26,7,18,15,3,8,7,N,0,21,58.0,M,U,1.0,33300,24
2947,0,00060172,,2,2,1,1,15.0,14.0,14.0,15.0,21,32,10,24,25,4,10,9,A,0,21,59.0,M,H,2.0,46700,36
2948,0,00060184,,3,17,1,7,5.0,6.33,4.65,7.0,16,119,7,20,57,3,9,23,S,1,21,79.0,F,U,,33300,24
2949,1,00060195,25.0,2,2,1,1,20.0,13.5,13.5,7.0,18,28,10,22,20,4,9,8,A,0,15,42.0,F,U,,68400,21
2950,1,00060252,15.0,3,11,1,4,25.0,19.67,13.45,14.0,16,113,13,34,66,6,16,28,S,1,17,,M,H,2.0,67300,28
2951,1,00060265,5.0,4,20,3,11,5.0,5.5,3.15,5.67,15,130,8,20,43,3,8,16,S,1,30,59.0,F,U,,22500,22
2952,0,00060271,,1,1,1,1,20.0,20.0,20.0,20.0,16,16,12,17,14,5,7,6,F,0,17,29.0,M,H,4.0,57300,30
2953,1,00060313,10.0,5,24,2,12,10.0,10.0,15.38,10.0,15,116,12,33,72,6,17,30,S,1,16,53.0,M,H,4.0,48000,38
2954,1,00060360,13.0,7,22,7,15,10.0,12.14,11.14,12.14,22,85,12,31,63,6,17,25,S,1,12,67.0,F,H,2.0,86300,36
2955,0,00060372,,2,9,1,7,15.0,12.5,7.11,15.0,16,116,14,33,62,4,12,27,A,0,16,80.0,F,U,1.0,75100,33
2956,0,00060392,,3,14,2,12,10.0,10.0,7.86,10.0,17,113,13,30,71,6,15,27,S,1,16,55.0,M,H,5.0,68800,42
2957,0,00060410,,5,10,2,4,12.0,11.0,10.3,11.0,19,44,13,35,43,6,17,17,A,0,39,,M,H,1.0,93300,30
2958,0,00060423,,3,19,2,11,10.0,7.33,5.26,7.5,15,113,9,27,67,3,11,24,A,1,16,,U,U,3.0,69700,25
2959,0,00060464,,2,2,2,2,20.0,20.0,20.0,20.0,22,29,10,24,23,4,10,9,A,0,18,,F,U,4.0,73500,29
2960,0,00060476,,2,14,1,8,15.0,15.0,7.0,15.0,19,104,12,29,62,5,12,24,S,1,21,48.0,F,H,4.0,37900,24
2961,1,00060477,20.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,31,73.0,M,U,3.0,61400,34
2962,1,00060490,60.0,1,12,0,8,45.0,45.0,17.33,,19,113,13,26,66,6,6,26,A,1,35,45.0,F,H,5.0,87400,37
2963,0,00060506,,1,5,0,3,29.0,29.0,14.8,,18,93,13,30,52,6,6,22,A,1,13,,U,H,7.0,162100,46
2964,0,00060507,,3,7,1,2,50.0,38.33,25.71,40.0,15,100,15,35,64,6,16,28,A,0,13,66.0,F,H,7.0,271500,67
2965,1,00060512,25.0,1,10,0,5,25.0,50.0,20.8,,18,102,15,37,70,6,6,29,A,0,17,69.0,U,U,,105500,25
2966,1,00060526,6.0,7,10,4,5,6.0,6.0,5.5,6.0,16,57,13,28,42,6,13,16,A,1,30,52.0,M,H,2.0,34700,21
2967,0,00060555,,2,3,0,1,18.0,17.0,14.67,,18,41,11,30,32,5,5,13,A,0,15,,F,U,,103300,24
